Name,Condition,Process-Heat treatment,Coded,Mg,Nd,Ce,La,Zn,Sn,Al,Ca,Zr,Ag,Ho,Mn,Y,Gd,Cu,Si,Li,Yb,Th,Sb,Pr,Ga,Be,Fe,Ni,Sc,Tb,Dy,Er,Sr,Bi,Sum,YS(MPa),UTS(MPa),Ductility,DOI
﻿Mg-9Al-2.5Sn-1.5Ca,extruded,extruded,1,87,0,0,0,0,2.5,9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,230,309,7.5,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg–1.2Zn–0.35Zr–0.17Nd,wrought  hot rolling,wrought - rolled and Forging,6,98.28,0.17,0,0,1.2,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,169,231,23,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg–4.5Sn–5Zn–0.3Sc,wrought  hot rolling,wrought - rolled and Forging,6,90.2,0,0,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,100,164,293,21.5,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-0.4Sn-0.7Y-0.6Zn ,extruded,extruded,1,98.3,0,0,0,0.6,0.4,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,188,252,33.1,https://doi.org/10.1016/j.jma.2020.02.003
Mg-7Sn-4Al-1Zn,extruded,extruded,1,88,0,0,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,221,340,15.1,https://doi.org/10.1016/j.jma.2020.02.003
Mg-1.0Sn-0.5Zn-0.5Ca  ,extruded,extruded,1,98,0,0,0,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,104,331,30.5,https://doi.org/10.1016/j.jma.2020.02.003
Mg-1.0Sn-0.5Zn-2.0Ca,extruded,extruded,1,96.5,0,0,0,0.5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,300,17.9,https://doi.org/10.1016/j.jma.2020.02.003
Mg-8Sn-2Zn-0.5Cu,extruded,extruded,1,89.5,0,0,0,2,8,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,365,388,5.8,https://doi.org/10.1016/j.jma.2020.02.003
Mg-1.1Al-0.33Ca-0.44Mn ,extruded,extruded,1,98.13,0,0,0,0,0,1.1,0.33,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,272,295,11.2,https://doi.org/10.1016/j.jma.2020.02.003
Mg-5Y-1Al,extruded,extruded,1,94,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,316,17,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8Al-0.5Zn-1.3Ce ,extruded,extruded,1,90.2,0,1.3,0,0.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,161,320,33.9,https://doi.org/10.1016/j.jma.2020.02.003
Mg–7Al–5Zn,﻿Hard-plate rolling,wrought - rolled and Forging,6,88,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,218,345,24,https://doi.org/10.1016/j.jma.2020.02.003
Mg-2Gd-0.5Zr-3Zn  ,extruded,extruded,1,94.5,0,0,0,3,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,285,314,24,https://doi.org/10.1016/j.jma.2020.02.003
Mg-2Gd-0.5Mn,extruded,extruded,1,97.5,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,189,243,50,https://doi.org/10.1016/j.jma.2020.02.003
Mg–1Mn–0.5Al,extruded,extruded,1,98.5,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,248,263,33.4,https://doi.org/10.1016/j.jma.2020.02.003
Mg-2.1Nd-0.2Zn-0.5Zr ,extruded,extruded,1,97.2,2.1,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,220,267,48.8,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-14Li-6Zn-1Y,extruded,extruded,1,79,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,149,168,28.2,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-9Li,﻿Hot rolling,wrought - rolled and Forging,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,132,141,25.8,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-9Li,﻿Hot rolling,wrought - rolled and Forging,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,160,171,17.6,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-4Al-2La,extruded,extruded,1,94,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,221,302,21.1,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-4Al-4La,extruded,extruded,1,92,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,242,311,15,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-4Al-6La,extruded,extruded,1,90,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,256,337,8.4,https://doi.org/10.1016/j.jma.2020.02.003
AM50 ,Extrusion,Extruded,1,94.67,0,0,0,0.22,0,4.4,0,0,0,0,0.6,0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,64,158,8,https://doi.org/10.1016/j.jma.2017.09.001
AM30-3Ca (Mg-4Al-0.3Mn-3Ca),Extrusion,Extruded,1,92.7,0,0,0,0,0,4,3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,331,349,8.2,https://doi.org/10.1016/j.jma.2017.09.001
AZ31 ,Extrusion,Extruded,1,96,0,0,0,0.8,0,2.83,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,171,290,11,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-2Zn-0.3Sr,wrought   ,wrought - rolled and Forging,6,97.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,100,185,258,17.5,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-2Zn-0.3Sr-1Mn,wrought   ,wrought - rolled and Forging,6,96.7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,100,257,298,21.1,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-2Zn-0.3Sr-2Mn,wrought   ,wrought - rolled and Forging,6,95.7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,100,312,333,17,https://doi.org/10.1016/j.jma.2017.09.001
ZK60,wrought   ,wrought - rolled and Forging,6,93.9,0,0,0,5.54,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,255,354,14,https://doi.org/10.1016/j.jma.2017.09.001
Magnesium, Annealed Sheet,Wrought - rolled and Forging,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97.8,198.8,15.7,https://doi.org/10.1016/j.jma.2017.09.001
Mg-1Mn,Extruded,Extruded,1,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,204,234,38.8,https://doi.org/10.1016/j.jma.2017.09.001
Mg-Y,﻿Hot rolled at 400 °C,wrought - rolled and Forging,6,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,148,200,9.3,https://doi.org/10.1016/j.jma.2017.09.001
Mg-2Y,extruded,extruded,1,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,92,189,21,https://doi.org/10.1016/j.jma.2017.09.001
Mg-4Y,extruded,extruded,1,96,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,87,177,30,https://doi.org/10.1016/j.jma.2017.09.001
Mg-2Er,extruded,extruded,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,100,83,251,19.6,https://doi.org/10.1016/j.jma.2017.09.001
Mg-4Er,extruded,extruded,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,100,80,184,28.4,https://doi.org/10.1016/j.jma.2017.09.001
Mg-6Er,extruded,extruded,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,100,72,195,29.4,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-5Y-0.5Zr,extruded,extruded,1,94.5,0,0,0,0,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,153,231,29.1,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-5Y-0.5Zr-0.5Nd,extruded,extruded,1,94,0.5,0,0,0,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,185,256,27.4,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-5Y-0.5Zr-1Nd,extruded,extruded,1,93.5,1,0,0,0,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,216,273,24.2,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-5Y-0.5Zr-2.6Nd,extruded,extruded,1,91.9,2.6,0,0,0,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,233,285,4.7,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,﻿Cast + Solution Treated at 500 °C + Quenched,"Cast (Any cast type, then heat treated)",5,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,118,220,17,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,﻿Cast + Solution Treated at 500 °C + Quenched + peak-aged (200 °C for 24 h,"Cast (Any cast type, then heat treated)",5,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,175,345,7.5,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,﻿Cast + Solution Treated at 500 °C + Quenched + deformed (5%) and peak-aged at 200 °C for 12 h,"Cast (Any cast type, then heat treated)",5,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,245,340,7,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,﻿Cast + Solution Treated at 500 °C + Quenched + deformed (10%) and peak-aged at 200 °C for 8 h,"Cast (Any cast type, then heat treated)",5,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,270,350,4,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,extruded,extruded,1,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,275,21,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,extruded,extruded,1,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,250,350,8,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-6Gd-2Nd-0.5Zr,extruded,extruded,1,91.5,2,0,0,0,0,0,0,0.5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,245,290,29,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-12Gd-3Y-0.4Zr,extruded,extruded,1,84.6,0,0,0,0,0,0,0,0.4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,187.3,282.5,6.3,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-12Gd-3Y-0.4Zr,extruded,extruded,1,84.6,0,0,0,0,0,0,0,0.4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,309.6,381.8,4.4,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-12Gd-3Y-0.4Zr,extruded,extruded,1,84.6,0,0,0,0,0,0,0,0.4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,162,285.4,10.9,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg-12Gd-3Y-0.4Zr,extruded,extruded,1,84.6,0,0,0,0,0,0,0,0.4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,141.8,252.8,8.1,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg–8Gd–5Y–2Zn–0.6Mn,extruded,extruded,1,84.4,0,0,0,2,0,0,0,0,0,0,0.6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,322,500,10,https://doi.org/10.1016/j.jma.2017.09.001
﻿Mg–6Gd–0.6Zr,extruded,extruded,1,93.4,0,0,0,0,0,0,0,0.6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,145,206,43.4,https://doi.org/10.1016/j.jma.2017.09.001
AZ31 ,Extrusion,Extruded,1,96,0,0,0,0.8,0,2.83,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,178,267,20.8,https://doi.org/10.1016/j.promfg.2015.07.059
